age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,loan_default,proof_submitted_Driving,proof_submitted_PAN,proof_submitted_Passport,proof_submitted_VoterID
29,2,655020,882876,7,3,1,0,1,0,0
47,2,852204,1197336,0,0,0,0,0,0,0
39,2,774984,997116,0,0,1,0,0,0,0
23,2,897012,1080000,0,0,1,0,0,0,0
29,2,580236,801000,0,0,0,0,0,0,1
39,2,734556,1197336,3,3,0,0,0,0,0
46,1,566904,788304,2,2,1,0,0,0,1
47,1,642036,773028,3,0,0,0,0,0,0
30,2,596436,793560,3,2,0,0,0,0,0
28,1,606960,810372,0,0,0,0,0,0,1
48,1,491928,884016,4,3,1,0,0,0,0
29,1,675108,770880,7.5,5,0,0,0,0,0
41,1,338424,679068,2,0,0,0,0,0,0
48,1,708156,903960,5,2,1,0,0,0,1
41,2,663540,932556,0,0,1,0,0,0,0
42,2,707364,808464,2,0,1,0,0,0,0
46,1,840804,1053960,2,2,1,0,0,0,0
34,2,566988,824904,7,4,1,0,0,0,0
39,1,513396,930000,2,0,1,0,0,0,0
30,1,716796,900000,0,0,0,0,0,0,0
27,1,921012,1104000,0,0,0,0,0,0,0
49,2,693156,888372,3,3,1,0,0,0,0
31,1,976728,1197336,7.5,5,0,0,0,0,0
47,1,627636,720468,0,0,0,0,0,0,0
27,2,687108,987060,0,0,1,0,0,0,0
23,2,567276,840000,0,0,0,0,0,0,0
45,2,723600,888000,3,0,1,0,0,0,0
45,2,589236,727644,2,2,1,0,0,0,0
34,1,861588,1197336,2,0,0,0,0,0,0
41,2,627636,904224,2,2,1,0,0,0,0
25,1,520728,654096,0,0,0,0,0,0,0
38,1,656556,756000,0,0,0,0,0,0,0
43,2,662148,1041840,0,0,1,0,0,0,0
27,2,654708,753648,7.5,5,0,0,0,0,0
30,1,563388,806460,0,0,0,0,0,0,0
46,1,758556,889212,0,0,0,0,0,0,0
26,1,711108,912000,0,0,0,0,0,0,0
50,2,678156,1182504,0,0,1,0,0,0,1
42,1,544188,990372,2,2,0,0,0,0,0
50,1,814584,1014840,7.5,5,0,0,0,0,0
41,1,769356,875256,4,2,1,0,0,0,0
30,2,461268,904740,0,0,1,0,0,0,0
32,2,413808,680088,0,0,1,0,0,0,0
43,2,614736,813516,0,0,1,0,0,0,0
28,1,685356,785640,2,2,0,0,0,0,0
29,2,419268,863100,2,0,0,0,0,0,0
45,2,751740,1024224,5,2,0,0,0,0,0
24,1,732564,835752,5,4,1,0,0,0,1
36,2,741756,945564,0,0,0,0,0,0,1
34,2,645108,951480,0,0,0,0,0,0,0
38,1,673068,875532,0,0,0,0,1,0,0
31,2,812028,1197336,3,3,1,0,0,0,0
48,1,621636,714120,2,0,0,0,0,0,0
34,2,478728,789120,0,0,0,0,0,0,0
50,1,629736,829428,0,0,0,0,0,0,0
44,2,581316,808212,3,0,0,0,0,0,0
34,1,657108,840000,2,0,0,0,0,0,0
42,2,688872,858300,7.5,5,0,0,0,0,0
33,2,354288,913788,0,0,0,0,0,0,0
44,1,628236,922512,7.5,2,1,0,0,0,1
39,2,454068,743220,2,0,0,0,0,0,0
34,2,706164,878160,0,0,0,0,0,0,0
28,1,699108,1036944,0,0,1,0,0,0,0
29,1,568188,724152,2,0,0,0,0,0,0
31,2,614436,881148,7.5,4,0,0,0,0,0
29,2,699108,1197336,0,0,0,0,0,0,0
30,1,950232,1197336,0,0,1,0,0,0,0
49,2,840276,1007760,3,2,0,0,0,0,1
29,1,519264,711756,0,0,0,0,0,0,0
27,2,675108,786936,2,0,0,0,0,0,0
23,2,338424,851772,0,0,1,0,0,0,0
44,2,338424,1197336,0,0,1,0,0,0,0
28,2,853476,975936,0,0,0,0,0,0,0
47,2,610224,900036,0,0,1,0,0,0,0
36,2,696156,842724,3,2,1,0,0,0,0
33,1,678156,787872,2,0,1,0,0,0,0
33,2,824196,1118736,0,0,0,0,0,0,1
29,2,733764,946236,0,0,0,0,0,0,1
27,1,648936,826092,0,0,1,0,0,0,1
25,1,640836,836820,0,0,0,0,0,0,1
31,1,788184,1197336,0,0,0,0,0,0,1
45,2,498288,762264,2,2,0,0,0,0,0
30,1,798000,1128948,4,0,1,0,0,0,0
34,2,558588,792000,5,3,0,0,0,0,0
32,1,573516,760932,0,0,1,0,0,0,0
49,1,367248,558240,0,0,0,0,0,0,0
29,2,778584,1197336,0,0,1,0,0,0,0
30,1,884676,1197336,3,3,1,0,0,0,0
37,2,645336,860304,7.5,5,0,0,0,0,0
43,2,696156,834156,0,0,1,0,0,0,0
39,2,680640,879744,2,0,1,0,0,0,0
30,1,764028,874800,0,0,0,0,0,0,0
31,1,705564,906960,0,0,0,0,0,0,0
43,1,632436,817824,0,0,0,0,0,0,0
47,2,841476,1088244,6,3,0,0,0,0,0
25,1,651108,762336,0,0,1,0,0,0,0
28,2,798828,879132,0,0,1,0,0,0,0
48,1,976728,1197336,0,0,0,0,0,0,0
29,1,678708,852324,0,0,1,0,0,0,0
26,2,654156,864336,3,3,1,0,1,0,0
32,1,737364,958812,7.5,5,0,0,0,0,0
33,2,861804,1192404,0,0,1,0,0,0,0
32,1,614436,816000,0,0,1,0,0,0,0
48,2,837804,1177320,4,3,1,0,0,0,1
35,1,613044,849408,0,0,1,0,0,0,0
31,2,801384,1197336,0,0,1,0,0,0,1
41,2,383808,1143420,0,0,0,0,1,0,0
48,1,532728,835800,2,2,1,0,0,0,0
49,2,520728,972000,0,0,1,0,0,0,0
27,2,758556,1197336,2,0,0,0,0,0,0
29,2,365808,927732,0,0,0,0,0,0,0
39,1,713364,938340,7.5,5,0,0,0,0,0
25,1,540588,774540,0,0,1,0,0,0,0
34,1,658956,826260,0,0,1,0,0,0,0
30,1,654228,870720,3,3,0,0,0,0,0
49,1,768384,1017000,7.5,4,0,0,0,0,0
47,1,599736,726396,2,2,1,0,0,0,0
27,1,800400,1098000,0,0,0,0,0,0,1
28,2,603636,921600,0,0,0,0,0,0,1
25,1,639636,786504,0,0,0,0,0,0,0
38,2,779784,882000,0,0,1,0,0,0,0
38,2,571740,826188,0,0,0,0,0,0,0
27,2,544188,878280,0,0,1,0,0,0,0
46,1,647436,774432,7.5,5,0,0,0,0,0
42,2,644808,846384,2,2,0,0,0,0,1
40,1,708144,831096,7.5,5,0,0,0,0,0
31,2,597636,815280,4,2,0,0,0,0,1
33,2,770856,1011024,2,2,0,0,0,0,0
31,1,577188,1149540,0,0,0,1,0,0,0
25,1,338424,737220,0,0,0,0,0,0,0
37,1,784584,892644,0,0,1,0,0,0,0
39,1,560244,708000,0,0,0,0,0,0,1
28,2,577740,743496,2,2,0,0,0,0,0
49,1,755364,857400,2,2,1,0,0,0,0
25,2,524328,902280,2,2,1,0,0,0,0
46,2,696156,878520,6,2,0,0,0,0,0
46,2,425268,850272,0,0,1,0,0,0,0
39,2,663108,811320,7.5,2,0,0,0,0,0
48,2,589188,824388,0,0,0,0,1,0,0
33,2,803784,1011744,0,0,1,0,0,0,0
25,2,580188,933312,0,0,0,0,0,0,0
38,1,544188,668016,0,0,0,0,0,0,0
34,1,642936,747600,0,0,0,0,0,0,0
44,1,630936,871752,0,0,0,0,1,0,0
29,1,642636,830184,2,0,0,0,0,0,0
40,2,401808,855984,0,0,1,0,0,0,0
31,2,550188,760800,4,2,0,0,0,0,0
40,2,704556,803196,2,0,1,0,0,0,1
26,2,590436,925464,0,0,1,0,0,0,0
45,2,573516,875292,0,0,1,0,1,0,0
49,2,537252,773364,0,0,1,0,0,0,0
26,1,550188,921600,0,0,0,0,0,0,0
39,2,746364,928896,4,2,0,0,0,0,0
26,1,952632,1106016,0,0,0,0,0,0,0
35,1,482400,858264,0,0,0,0,0,0,0
39,2,666156,818964,0,0,1,0,1,0,0
32,2,743364,974256,0,0,0,0,0,0,0
26,2,825876,1197336,0,0,0,0,0,0,0
37,2,653508,868692,0,0,0,0,0,0,0
28,1,672708,763752,2,2,0,0,0,0,0
23,2,651108,814476,0,0,1,0,0,0,0
41,1,608436,774180,0,0,0,0,0,0,0
36,2,873804,1133760,0,0,0,0,0,0,0
27,1,675108,897540,0,0,0,0,0,0,0
49,2,672156,1197336,0,0,0,0,0,0,0
43,2,629736,770016,7.5,5,0,0,0,0,0
35,2,716556,876420,7.5,4,1,0,0,0,0
32,2,624036,756636,0,0,1,0,0,0,1
25,2,459300,835452,0,0,0,0,0,0,0
31,1,627636,806796,0,0,0,0,0,0,0
44,2,734556,887580,7.5,5,1,0,0,0,0
43,2,534588,748656,4,3,0,0,0,0,0
32,2,574188,830136,6,5,1,0,0,0,0
25,2,885804,1197336,0,0,1,0,0,0,0
43,2,731364,838128,3,3,1,0,0,0,0
40,2,484728,617592,6,3,1,0,0,0,0
38,2,639108,871644,2,2,0,0,0,0,0
42,2,796584,932112,0,0,1,0,0,0,0
29,2,342348,685932,2,2,0,0,0,0,0
29,1,544668,733200,2,2,1,0,0,0,0
47,1,762384,926196,0,0,1,0,0,0,0
26,2,686820,1108884,0,0,1,0,0,0,0
40,2,490728,818964,0,0,0,0,1,0,0
41,1,649956,822000,0,0,1,0,0,0,0
34,2,352368,760800,0,0,0,0,0,0,0
47,2,808584,1184124,2,2,1,0,0,0,1
28,2,727836,857712,3,0,0,0,0,0,0
36,2,648156,859620,0,0,1,0,1,0,0
33,2,657756,897132,2,2,0,0,0,0,1
49,2,746556,1022088,7.5,3,0,0,0,0,0
48,1,681000,815868,3,0,1,0,0,0,0
47,1,867804,1053600,2,0,1,0,0,0,0
43,2,727356,922116,7.5,5,0,0,0,0,0
25,1,651636,828972,0,0,1,0,0,0,0
44,1,514728,786072,0,0,0,0,0,0,0
38,1,354348,854952,0,0,0,0,0,0,0
36,2,800400,1027140,0,0,1,0,0,0,0
35,2,639636,826800,0,0,1,0,0,0,0
24,2,696156,1121784,0,0,0,0,0,0,0
24,2,651636,959532,0,0,0,0,0,0,0
39,1,603636,904644,2,0,0,0,0,0,0
36,2,885804,1197336,2,2,1,0,0,0,0
26,1,358128,972240,0,0,1,0,0,0,0
50,1,346572,842040,2,0,0,0,0,0,0
32,2,630936,858000,0,0,1,0,0,0,0
24,2,754188,1197336,0,0,0,0,0,0,0
32,2,873804,1197336,0,0,1,0,0,0,0
49,1,555396,722040,0,0,0,0,0,0,0
40,1,641508,834540,7.5,3,0,0,0,0,0
28,1,856380,1020000,0,0,0,0,0,0,0
35,1,772584,864000,4,3,0,0,0,0,0
25,2,553740,787788,0,0,0,0,0,0,0
44,1,669108,797784,2,0,0,0,0,0,0
46,2,618936,711576,7.5,5,1,0,0,0,0
31,2,560988,780120,7.5,2,0,0,0,0,0
42,1,663108,845496,3,2,0,0,0,0,0
26,1,622560,776112,6,3,1,0,0,0,0
29,1,571740,859344,0,0,0,0,0,0,1
34,1,691908,834000,0,0,0,0,0,0,0
37,2,648156,975528,0,0,1,0,0,0,0
34,2,562188,793416,5,2,0,0,0,0,0
24,2,641700,771840,0,0,0,0,0,0,0
38,1,517080,777600,2,2,0,0,0,0,0
41,1,873804,1197336,0,0,1,0,0,0,1
31,1,668556,908400,2,2,1,0,0,0,1
48,1,484728,642864,4,2,1,0,0,0,0
46,1,542808,789480,4,3,0,0,0,0,0
39,2,626148,832512,2,2,0,0,0,0,1
33,2,513528,650340,2,2,0,0,0,0,0
33,2,638436,823872,5,4,1,0,0,0,0
33,1,725364,857124,0,0,1,0,0,0,0
35,2,615636,876000,7.5,4,1,0,0,0,0
30,1,708156,890412,0,0,0,0,0,0,0
47,2,716556,875412,3,0,1,0,0,0,0
29,2,520728,736800,2,2,1,0,0,0,0
38,2,800028,966000,4,2,0,0,0,0,0
45,1,639936,740856,2,2,1,0,0,0,0
44,2,661188,943764,7.5,5,0,0,0,0,1
26,2,686364,842208,0,0,1,0,1,0,0
27,1,580188,750312,2,2,0,0,0,0,0
50,2,550788,690600,4,3,0,0,0,0,0
43,1,866604,1188480,0,0,1,0,0,0,0
42,1,600036,755172,0,0,0,0,0,0,0
49,1,637752,766092,7.5,3,1,0,0,0,0
35,2,600936,852000,2,0,0,0,0,0,0
39,1,853476,1158252,7.5,5,0,0,0,0,0
23,2,639636,874200,0,0,1,0,0,0,0
44,2,642636,1197336,0,0,0,0,0,0,0
47,2,541740,673392,0,0,1,0,0,0,0
33,2,700308,961692,0,0,1,0,1,0,0
39,2,556188,813960,7.5,5,0,0,0,0,0
31,1,742764,898980,2,2,0,0,0,0,0
41,2,656076,895896,3,3,0,0,0,0,0
34,2,520728,756756,2,2,0,0,0,0,0
44,2,767364,870636,5,3,1,0,0,0,0
43,1,690156,842352,0,0,0,0,0,0,1
36,1,604356,744972,5,4,0,0,0,0,0
47,2,472068,639000,0,0,1,0,0,0,0
33,2,574188,678000,3,2,1,0,0,0,0
26,1,638736,774000,0,0,0,0,0,0,0
40,2,600936,716460,4,3,0,0,0,0,0
40,2,585636,762000,0,0,0,0,0,0,0
40,1,739764,881904,4,2,1,0,0,0,0
31,2,889476,1197336,0,0,1,0,0,0,1
32,2,615936,849600,0,0,1,0,0,0,0
35,2,646536,759036,0,0,1,0,0,0,0
42,2,826584,991068,0,0,0,0,0,0,0
37,2,697908,885240,0,0,1,0,0,0,0
31,2,682308,846960,2,2,0,0,0,0,0
23,2,912000,1171200,0,0,1,0,0,0,0
50,1,687756,940488,3,0,0,0,0,0,1
35,1,397608,745992,7.5,5,0,0,1,0,0
30,1,855804,1197336,2,2,1,0,0,0,1
36,2,382332,812232,0,0,1,0,0,0,0
28,2,921012,1197336,4,3,1,0,0,0,1
23,2,412068,681144,0,0,0,0,0,0,0
28,1,523404,696900,0,0,1,0,0,0,0
38,1,574188,758964,2,0,1,0,0,0,0
48,1,447804,589824,0,0,0,0,0,0,0
28,1,542196,695124,5,3,1,0,0,0,0
32,2,437268,594240,0,0,1,0,0,0,0
31,2,538188,797040,2,2,0,0,0,0,0
49,2,663108,845892,0,0,0,0,0,0,0
26,1,797904,982512,0,0,0,0,0,0,1
32,2,724236,866904,3,3,1,0,0,0,0
31,2,436740,1132800,0,0,0,0,0,0,0
48,1,826584,996000,0,0,1,0,0,0,0
49,1,702564,808308,0,0,1,0,0,0,0
35,1,707508,1062000,0,0,1,0,0,0,0
33,2,915012,1197336,6,5,0,0,0,0,0
41,1,720564,862836,5,2,0,0,0,0,0
30,2,562188,801780,0,0,0,0,0,0,0
28,2,473268,775848,0,0,1,0,0,0,0
30,2,568188,1197336,0,0,0,0,0,0,0
44,1,626556,899880,3,0,1,0,1,0,0
41,2,566988,828576,0,0,0,0,1,0,0
27,1,467268,696048,2,2,1,0,0,0,0
29,2,873012,1157844,0,0,1,0,0,0,1
22,2,354348,839340,0,0,0,0,0,0,0
29,1,660108,1126140,0,0,1,0,0,0,0
41,2,757356,973800,7.5,3,0,0,0,0,1
39,1,638916,784656,0,0,1,0,0,0,0
22,2,634140,847140,0,0,0,0,0,0,0
36,2,422148,588000,4,2,0,0,0,0,0
26,2,651636,752160,6,4,0,0,0,0,0
37,1,782028,948000,2,0,0,0,0,0,0
43,1,725364,840000,3,3,0,0,0,0,0
38,1,550188,909468,4,4,0,0,0,0,0
25,1,678948,876360,0,0,1,0,0,0,0
42,2,976728,1197336,7.5,4,0,0,0,0,0
39,2,974232,1197336,0,0,1,0,0,0,1
41,2,584916,795780,7.5,5,1,0,0,0,0
29,2,465300,657120,7.5,5,1,1,0,0,0
43,2,855804,1197336,0,0,0,0,0,0,0
42,1,615636,759948,3,0,0,0,0,0,0
29,1,599736,772584,2,0,1,0,0,0,0
31,2,746556,903840,5,3,0,0,0,0,0
49,1,675708,865320,0,0,0,0,0,0,0
26,2,673644,941052,0,0,1,0,0,0,0
34,2,556548,858684,0,0,0,0,0,0,0
49,2,612936,812196,2,0,0,0,0,0,0
46,2,651636,825144,2,2,1,0,0,0,0
45,2,672156,780864,7.5,5,1,0,0,0,0
41,2,711108,909612,4,2,0,0,0,0,0
43,1,707676,856476,0,0,1,0,0,0,0
45,2,461268,768000,7.5,3,1,0,0,0,0
39,1,568188,822120,2,0,0,0,0,0,0
35,2,612036,799920,0,0,0,0,0,1,0
27,2,556188,815196,0,0,1,0,0,0,0
25,1,729156,837864,2,2,1,0,0,0,1
25,1,710556,1157616,0,0,1,0,0,0,0
25,1,688596,832488,3,3,0,0,0,0,0
38,1,600936,709968,3,0,0,0,0,0,0
46,1,577740,668832,3,2,1,0,0,0,0
28,2,589176,840240,0,0,1,0,1,0,0
38,2,696564,936276,0,0,1,0,0,0,1
32,2,443268,767364,4,2,1,0,0,0,0
32,2,401808,834324,7.5,4,1,0,0,0,0
46,1,758556,920040,2,0,0,0,0,0,0
48,1,784584,893400,0,0,0,0,0,0,0
45,2,837804,1065384,2,2,0,0,0,0,0
28,2,600936,941304,0,0,0,0,0,0,0
45,1,752556,815772,7.5,5,0,0,0,0,0
42,2,639636,919968,0,0,0,0,0,0,0
33,2,648936,843792,7.5,5,0,0,0,0,0
33,1,614436,882612,0,0,0,0,0,0,0
36,1,591156,840120,2,2,0,0,0,0,0
33,1,687108,891600,0,0,1,0,0,0,0
36,2,763548,908760,7.5,5,1,1,0,0,0
38,2,681756,804360,0,0,1,1,0,0,0
29,1,437268,807732,0,0,0,0,0,0,0
30,1,660156,888000,3,3,0,0,0,0,0
48,2,654156,853644,4,0,1,0,0,0,1
24,2,621636,718200,2,2,0,0,0,0,0
49,2,627936,768528,3,0,1,0,0,0,0
47,2,867804,1197336,7.5,3,1,0,0,0,0
33,1,976728,1197336,5,2,1,0,0,0,0
31,2,520728,737544,3,2,1,0,0,0,0
42,2,724956,881532,7.5,5,0,0,0,0,0
46,1,656556,870000,7.5,5,0,0,0,0,0
42,1,719364,863016,7.5,5,0,0,0,0,0
34,2,527268,799236,5,3,1,0,0,0,0
45,2,540588,817392,2,2,0,0,0,0,0
34,1,615636,815892,0,0,0,0,0,0,0
31,2,708156,900072,0,0,1,0,0,0,0
36,2,604596,869136,3,0,0,0,0,0,1
34,1,722556,915600,0,0,0,0,0,0,0
30,1,706164,813180,0,0,0,0,0,0,0
29,2,600036,788244,7.5,5,0,0,0,0,0
40,2,594048,926604,3,2,0,0,0,0,0
29,1,648708,759000,0,0,1,0,0,0,0
45,1,790584,1103232,0,0,0,0,0,0,0
35,1,554988,748680,0,0,0,0,0,0,0
32,2,443940,634992,0,0,0,0,0,0,0
32,1,496728,766728,4,3,0,0,0,0,0
37,2,617136,778836,5,3,0,0,0,0,0
46,2,707508,900000,4,3,0,0,0,0,0
25,1,530400,660384,0,0,1,0,0,0,0
22,2,580188,831480,0,0,1,0,0,0,0
38,2,520728,750000,7.5,4,0,0,0,0,0
41,2,692556,788076,7.5,5,1,0,0,0,0
44,1,621636,768408,3,0,0,0,0,0,0
49,1,585636,779556,5,0,0,0,0,0,0
27,2,630936,954816,0,0,0,0,0,0,0
32,2,675108,1197336,0,0,0,0,0,0,0
41,1,568188,773760,7,0,0,0,0,0,0
46,1,747756,849552,7.5,5,0,0,0,0,0
25,1,481128,809136,0,0,1,0,0,0,0
41,1,800028,990096,0,0,0,0,0,0,0
45,1,976728,1197336,6,4,1,0,1,0,0
43,2,770556,886212,7.5,5,0,1,0,0,0
25,2,666708,813600,0,0,1,0,0,0,0
29,2,556188,722988,0,0,0,0,0,0,0
23,2,691356,841440,2,0,1,0,0,0,0
47,2,846444,1007040,0,0,1,0,0,0,0
30,1,724956,931032,0,0,0,0,0,0,0
34,1,553740,769128,2,2,0,0,0,0,0
44,1,604236,780000,0,0,1,0,0,0,0
27,2,684156,909180,0,0,0,0,0,0,0
33,2,544188,828384,2,2,1,0,0,0,0
41,2,592188,860076,0,0,0,0,0,0,0
42,1,708156,850656,2,2,1,0,0,0,0
36,2,740364,882240,0,0,0,0,0,0,0
44,2,758556,991464,3,3,0,0,0,0,0
47,1,580188,874968,0,0,1,0,0,0,0
43,2,534444,745896,4,0,1,0,0,0,0
40,2,628548,853944,3,3,0,0,0,0,0
48,1,732564,840132,0,0,1,0,0,0,0
47,1,338424,882648,2,2,0,0,0,0,1
29,1,690156,837684,3,3,1,0,0,0,0
46,2,611664,793416,7,5,0,0,0,0,1
37,2,855804,1174656,3,2,1,0,0,0,1
25,2,600888,1127952,0,0,1,0,1,0,0
32,2,976728,1197336,0,0,0,0,0,0,1
29,2,621972,816504,0,0,1,0,0,0,1
34,2,338424,700800,7.5,5,0,0,0,0,1
43,2,709764,895992,0,0,1,0,0,0,1
29,1,879432,1197336,0,0,0,0,1,0,0
47,2,585636,905268,7.5,5,1,0,0,0,0
50,2,663108,781572,5,2,0,0,0,0,0
31,1,636444,770892,3,0,1,0,0,0,0
33,2,577740,1197336,5,4,1,0,0,0,1
39,1,737364,967200,0,0,0,0,0,0,0
39,1,627636,803868,0,0,0,0,0,0,0
41,1,619692,776940,0,0,0,0,0,0,0
42,2,560340,846000,2,0,0,0,0,0,0
28,2,672156,1186332,2,2,0,0,0,0,0
46,2,726516,942612,7.5,5,0,0,0,0,0
40,1,712176,962568,6,2,1,0,0,0,0
44,2,594036,812568,0,0,0,0,0,0,0
27,1,798384,962880,0,0,0,0,0,0,0
28,1,474096,703212,0,0,1,0,0,0,0
49,2,490728,839160,2,2,1,0,0,0,0
43,2,574188,868128,4,4,0,0,0,0,0
31,2,782028,976968,0,0,1,0,0,0,1
28,2,742824,924120,3,2,1,0,0,0,0
41,1,733764,962400,0,0,0,0,0,0,0
24,2,705108,934872,0,0,1,0,0,0,0
33,2,699108,836988,7.5,5,0,1,0,0,0
35,2,338424,892032,4,4,0,0,0,0,0
48,1,624936,786840,2,0,0,0,0,0,1
38,1,768732,932592,2,2,1,0,0,0,0
42,1,558588,709368,0,0,0,0,0,0,0
45,1,831804,940440,0,0,0,0,0,0,0
39,2,648708,747000,2,0,0,0,0,0,0
26,2,684708,826020,0,0,0,0,0,0,0
32,1,449268,559680,0,0,1,0,0,0,1
25,1,473040,789396,3,2,0,0,0,0,0
41,1,527268,765540,6,5,1,0,0,0,0
25,1,644736,775116,0,0,1,0,0,0,0
49,2,627636,873276,0,0,1,0,0,0,1
28,2,739356,945600,0,0,1,0,0,0,0
42,1,610152,833928,2,0,0,0,0,0,0
36,1,716964,925848,0,0,1,0,0,0,0
40,2,713676,940068,2,2,1,0,0,0,0
41,1,551988,897600,0,0,0,0,0,0,0
35,2,689556,1041900,4,2,1,0,0,0,1
38,1,615636,836736,0,0,1,0,0,0,0
48,2,787584,949380,7.5,4,0,0,0,0,0
28,2,820428,1197336,0,0,0,0,0,0,0
25,2,786408,948000,0,0,1,0,0,0,0
47,2,571188,825480,0,0,0,0,0,0,0
36,1,724356,910392,7,5,0,0,0,0,0
30,2,486528,913800,3,2,0,0,0,0,1
39,1,693108,867480,0,0,0,0,0,0,0
46,1,752556,907200,3,3,0,0,0,0,0
42,2,338424,558240,7.5,3,1,0,0,0,0
29,1,766584,909708,0,0,0,0,0,0,0
42,1,591636,751824,0,0,0,0,0,0,0
27,2,571740,890784,0,0,0,0,0,0,0
49,2,648756,840000,2,2,0,0,0,0,0
37,2,585396,788724,4,4,1,0,0,0,0
45,2,871476,981540,7.5,3,0,0,0,0,0
36,1,615048,830700,3,3,0,0,0,0,0
27,2,826584,1197336,4,2,1,0,0,0,0
31,1,466728,598476,6,5,1,0,0,0,0
36,2,498168,798000,2,2,0,0,0,0,0
45,1,725364,847848,3,2,0,0,0,0,0
27,2,861600,1122000,0,0,0,0,0,1,0
40,1,659556,839196,0,0,0,0,0,0,0
36,1,774984,1061148,0,0,0,0,0,0,0
28,2,771948,1197336,0,0,0,0,0,0,0
31,2,976728,1197336,6,0,1,0,0,0,0
29,2,338424,826800,3,2,0,0,0,0,0
38,1,794184,1162812,2,2,1,0,1,0,0
42,1,577740,936000,0,0,0,0,0,0,0
31,2,873804,1197336,0,0,1,0,0,0,0
35,1,338424,826404,4,3,0,0,0,0,0
30,1,626316,779064,2,0,1,0,0,0,1
25,2,648636,1197336,0,0,1,0,0,0,0
34,2,660108,851160,0,0,0,0,0,0,0
34,2,544188,884592,0,0,0,0,0,0,0
33,1,544188,756600,6,2,0,0,0,0,0
47,2,346572,881712,0,0,1,0,0,0,0
48,1,592800,712320,3,3,0,0,0,0,0
29,1,846804,978984,0,0,1,0,0,0,0
26,1,554460,768792,0,0,0,0,0,0,0
35,1,389808,582000,3,2,0,0,0,0,1
38,2,719016,951372,3,3,0,0,0,0,0
50,1,639636,814896,7,5,1,0,0,0,0
49,1,508728,823260,0,0,0,0,0,0,0
40,1,582588,824664,7.5,2,0,0,0,0,0
31,2,976728,1197336,0,0,1,0,0,0,0
33,1,800028,990036,2,0,0,0,0,0,1
43,2,660156,752400,0,0,0,0,0,0,0
35,2,814584,977184,0,0,1,0,0,0,0
25,2,820428,1197336,0,0,0,0,0,0,0
32,2,449268,724320,0,0,0,0,0,0,0
28,1,777384,1181268,0,0,1,0,0,0,1
33,1,810984,976392,7.5,3,1,0,0,0,1
29,1,630948,820044,5,2,0,0,0,0,0
45,1,496728,711600,4,2,0,0,0,0,0
32,2,728556,882012,3,2,0,1,0,0,0
33,2,658248,795396,0,0,1,0,0,0,1
35,2,574188,891840,0,0,1,0,0,0,0
36,2,891012,1105200,0,0,1,0,0,0,0
25,2,782028,1149732,0,0,0,0,0,0,0
43,2,612936,826092,0,0,0,0,0,0,1
28,1,606036,779376,5,4,0,0,0,0,0
34,2,865476,1114440,0,0,0,0,0,0,1
24,2,664956,755280,0,0,0,0,0,0,0
45,2,632436,812040,7.5,5,0,0,0,0,0
34,2,473928,561000,2,2,0,0,0,0,0
22,2,585024,715488,0,0,0,0,0,0,0
47,1,838284,1195560,0,0,1,0,0,0,0
36,1,641436,744156,2,0,1,0,0,0,0
29,1,686844,860028,2,2,0,0,0,0,0
37,2,684156,839268,4,4,0,0,0,0,0
30,1,556188,906768,0,0,0,0,0,0,0
35,1,877476,1197336,2,0,1,0,0,0,0
48,1,683508,814656,2,0,1,0,0,0,0
43,1,633996,804792,2,2,0,0,0,0,0
44,2,624036,846000,3,2,1,0,0,0,0
38,1,681108,842412,7.5,4,0,0,0,0,0
35,2,651636,795396,7.5,4,0,0,0,0,0
37,2,800220,1113636,2,2,1,0,1,0,0
30,2,599736,775416,4,4,1,0,0,0,0
33,1,637788,852000,3,3,0,0,0,0,0
25,2,625236,831624,0,0,0,0,0,0,0
23,2,584364,942144,0,0,1,0,0,0,0
32,2,876276,1197336,0,0,1,0,0,0,0
48,2,689508,762264,4,3,0,0,0,0,0
29,2,669108,839376,3,2,1,0,0,0,0
48,2,630936,769548,4,2,0,0,0,0,0
33,2,594456,754764,7.5,0,1,0,0,0,0
30,2,790584,1197336,0,0,0,0,0,0,0
35,2,763356,904560,2,2,0,0,0,0,0
27,2,773184,1125060,0,0,0,0,0,0,1
25,2,933012,1197336,0,0,1,0,0,0,0
36,1,509928,791316,3,3,1,0,0,0,0
44,2,630372,760608,0,0,1,0,0,0,0
49,2,385008,657240,0,0,0,0,0,0,0
42,2,673908,1037544,0,0,0,0,0,0,0
31,1,705108,1141056,0,0,0,0,0,0,0
37,1,822828,1197336,2,2,0,0,0,0,1
35,2,668508,1006020,2,0,1,0,0,0,1
45,1,519156,806196,4,2,0,0,0,0,0
30,2,731364,1120812,2,0,0,0,0,0,1
25,1,338424,627132,0,0,0,0,0,0,0
27,1,764556,923916,2,2,0,0,0,0,0
45,1,696156,871116,7.5,3,0,0,0,0,0
44,2,589740,904464,0,0,0,0,1,0,0
31,1,719364,944808,0,0,1,0,0,0,0
47,2,410892,783504,2,2,0,0,0,0,0
43,2,338424,600000,6,2,0,0,0,0,0
48,2,719364,937296,2,0,1,0,0,0,1
25,2,891012,1197336,0,0,0,0,1,0,0
44,1,666156,859200,0,0,1,0,0,0,0
27,1,514728,808548,0,0,1,0,0,0,1
43,2,424068,751728,0,0,0,0,0,0,0
